"('Yeah', 'So')","1"
"('So', 'seductive')","2"
"('seductive', 'take')","1"
"('take', 'candy')","8"
"('candy', 'shop')","8"
"('shop', 'let')","4"
"('let', 'lick')","7"
"('lick', 'lollipop')","4"
"('lollipop', 'Go')","4"
"('Go', ""'head"")","7"
"(""'head"", 'girl')","4"
"('girl', 'stop')","5"
"('stop', 'Keep')","4"
"('Keep', 'goin')","4"
"('goin', 'till')","4"
"('till', 'hit')","8"
"('hit', 'spot')","9"
"('spot', 'whoa')","7"
"('whoa', 'take')","5"
"('shop', 'Boy')","4"
"('Boy', 'one')","4"
"('one', 'taste')","4"
"('taste', 'spending')","4"
"('spending', 'Keep')","4"
"('Keep', 'going')","4"
"('going', 'till')","4"
"('whoa', 'way')","1"
"('way', 'want')","1"
"('want', 'gon')","1"
"('gon', 'back')","1"
"('back', 'thing')","3"
"('thing', 'push')","1"
"('push', 'Temperature')","1"
"('Temperature', 'risin')","1"
"('risin', 'okay')","1"
"('okay', 'let')","1"
"('let', 'go')","43"
"('go', 'next')","1"
"('next', 'level')","1"
"('level', 'Dance')","1"
"('Dance', 'floor')","3"
"('floor', 'jam')","1"
"('jam', 'packed')","1"
"('packed', 'hot')","1"
"('hot', 'tea')","1"
"('tea', 'kettle')","1"
"('kettle', 'break')","1"
"('break', 'baby')","1"
"('baby', 'simple')","1"
"('simple', 'If')","1"
"('If', 'nympho')","1"
"('nympho', 'nypmho')","1"
"('nypmho', 'In')","1"
"('In', 'hotel')","1"
"('hotel', 'back')","1"
"('back', 'rental')","1"
"('rental', 'On')","1"
"('On', 'beach')","1"
"('beach', 'park')","1"
"('park', 'whatever')","1"
"('whatever', 'Got')","1"
"('Got', 'magic')","1"
"('magic', 'stick')","1"
"('stick', 'love')","1"
"('love', 'doctor')","1"
"('doctor', 'Have')","1"
"('Have', 'friends')","1"
"('friends', 'teasin')","1"
"('teasin', ""'bout"")","1"
"(""'bout"", 'sprung')","1"
"('sprung', 'gotcha')","1"
"('gotcha', 'Wan')","1"
"('Wan', 'show')","1"
"('show', 'work')","1"
"('work', 'baby')","2"
"('baby', 'problem')","1"
"('problem', 'Get')","1"
"('Get', 'top')","1"
"('top', 'get')","1"
"('get', 'bouncing')","1"
"('bouncing', ""'round"")","1"
"(""'round"", 'like')","1"
"('like', 'low')","1"
"('low', 'rider')","2"
"('rider', 'seasoned')","1"
"('seasoned', 'vet')","1"
"('vet', 'come')","1"
"('come', 'shit')","1"
"('shit', 'After')","1"
"('After', 'work')","1"
"('work', 'sweat')","1"
"('sweat', 'play')","1"
"('play', 'stick')","1"
"('stick', 'tryin')","1"
"('tryin', 'explain')","1"
"('explain', 'baby')","1"
"('baby', 'best')","2"
"('best', 'way')","1"
"('way', 'melt')","1"
"('melt', 'mouth')","1"
"('mouth', 'girl')","1"
"('girl', 'hands')","1"
"('hands', 'ha')","1"
"('ha', 'ha')","4"
"('ha', 'take')","1"
"('whoa', 'Girl')","1"
"('Girl', 'things')","1"
"('things', 'things')","1"
"('things', 'Are')","1"
"('Are', 'oh')","1"
"('oh', 'yeah')","19"
"('yeah', 'Give')","1"
"('Give', 'baby')","1"
"('baby', 'nice')","1"
"('nice', 'slow')","1"
"('slow', 'Climb')","1"
"('Climb', 'top')","1"
"('top', 'ride')","1"
"('ride', 'like')","2"
"('like', 'rodeo')","1"
"('rodeo', 'ai')","1"
"('ai', 'never')","11"
"('never', 'heard')","1"
"('heard', 'sound')","1"
"('sound', 'like')","1"
"('like', ""'Cause"")","10"
"(""'Cause"", 'ai')","13"
"('never', 'put')","1"
"('put', 'like')","4"
"('like', 'Soon')","1"
"('Soon', 'come')","1"
"('come', 'door')","1"
"('door', 'get')","1"
"('get', 'pullin')","1"
"('pullin', 'zipper')","1"
"('zipper', 'like')","1"
"('like', 'race')","2"
"('race', 'get')","1"
"('get', 'undressed')","2"
"('undressed', 'quicker')","1"
"('quicker', 'Is')","1"
"('Is', 'ironic')","1"
"('ironic', 'erotic')","1"
"('erotic', 'watch')","2"
"('watch', 'thongs')","1"
"('thongs', 'Had')","1"
"('Had', 'thinking')","1"
"('thinking', ""'bout"")","2"
"(""'bout"", 'ass')","1"
"('ass', 'gone')","1"
"('gone', 'touch')","1"
"('touch', 'right')","2"
"('right', 'spot')","2"
"('spot', 'right')","1"
"('right', 'time')","6"
"('time', 'Lights')","1"
"('Lights', 'lights')","1"
"('lights', 'like')","1"
"('like', 'behind')","1"
"('behind', 'So')","1"
"('seductive', 'see')","1"
"('see', 'way')","4"
"('way', 'winds')","1"
"('winds', 'Her')","1"
"('Her', 'hips')","2"
"('hips', 'slow-mo')","1"
"('slow-mo', 'floor')","1"
"('floor', 'grind')","1"
"('grind', 'As')","1"
"('As', 'long')","3"
"('long', 'ai')","1"
"('ai', 'stoppin')","2"
"('stoppin', 'homie')","1"
"('homie', 'ai')","1"
"('stoppin', 'Drippin')","1"
