love,772
baby,514
know,486
got,339
like,337
make,310
get,308
time,291
want,276
go,270
yeah,268
way,261
heart,243
see,242
never,235
one,230
gon,229
man,217
Oh,216
feel,216
let,204
back,204
oh,195
say,186
'Cause,185
day,182
need,181
That,176
night,173
right,165
come,164
So,162
Just,160
Baby,160
away,159
All,156
If,154
'd,152
We,142
When,140
give,136
jump,135
Ooh,133
Let,131
take,129
girl,128
without,128
What,127
To,126
good,126
ooh,126
pray,125
No,117
world,116
hold,115
duuh,114
around,110
mind,109
tell,108
life,107
think,104
every,102
ever,101
said,98
find,98
...,97
A,96
little,92
Come,89
Now,87
ai,82
stop,82
My,81
eyes,80
always,78
How,78
long,78
da,78
ya,77
another,77
much,76
Yeah,74
This,74
Love,73
things,73
Make,73
boy,72
real,72
inside,71
thing,70
promise,69
In,67
Take,67
better,67
remember,67
TRUE,66
hard,66
takes,66
turn,66
try,66
mmm,66
``,65
'',65
body,65
something,64
live,63
two,62
keep,62
Never,61
everything,61
believe,60
anything,59
place,59
They,57
touch,57
There,57
die,57
new,55
close,55
cry,55
forever,55
nothing,54
stay,54
rain,53
us,53
tonight,53
ta,53
friend,53
walk,53
Every,51
alright,51
show,51
ah,51
'cause,50
Well,50
going,50
work,50
wrong,49
shake,49
forth,49
boom,49
music,48
rock,48
With,48
Is,48
mine,48
seen,48
someone,47
really,47
change,47
please,46
end,46
Where,46
sweet,45
face,45
still,44
enough,44
step,44
hands,44
hey,44
pump,44
word,43
whoa,43
break,43
soul,43
woman,43
feeling,43
last,42
dream,42
wish,42
Pump,42
Tell,41
gone,41
must,41
used,41
dreams,41
ask,41
bop,41
Ice,41
run,40
tight,40
ba-doop,40
found,39
pain,39
ready,39
loving,39
name,39
look,38
Can,38
aha,38
Mu,38
leave,37
together,37
fall,37
One,37
lover,37
Ca,36
For,36
Give,36
sure,36
Some,36
doo,36
hear,35
friends,35
dance,35
Like,35
Step,35
kiss,34
understand,34
saw,34
alone,34
beat,34
words,33
home,33
start,33
goes,33
rhythm,33
God,33
thought,33
Will,33
belong,33
learn,33
rump,33
Your,32
Girl,32
check,32
side,32
uh,32
play,32
Why,32
yes,32
gettin,32
smile,31
'em,31
looking,31
