"('love', 'forget')","2"
"('forget', 'silly')","2"
"('silly', 'phase')","2"
"('phase', 'going')","2"
"('going', 'call')","2"
"('call', 'get')","2"
"('get', 'wrong')","6"
"('wrong', 'think')","2"
"('think', 'made')","2"
"('made', 'love')","8"
"('love', 'like')","27"
"('like', 'see')","6"
"('see', 'That')","3"
"('That', 'mean')","1"
"('mean', 'mean')","1"
"('mean', 'much')","2"
"('much', 'So')","2"
"('So', 'call')","1"
"('call', 'make')","1"
"('make', 'fuss')","1"
"('fuss', 'tell')","1"
"('tell', 'friends')","2"
"('friends', 'two')","1"
"('two', 'us')","1"
"('us', 'love')","1"
"('love', 'Be')","1"
"('Be', 'quiet')","1"
"('quiet', 'big')","1"
"('big', 'boys')","1"
"('boys', 'cry')","6"
"('cry', 'Big')","5"
"('Big', 'boys')","5"
"('cry', 'keep')","1"
"('keep', 'picture')","1"
"('picture', 'upon')","1"
"('upon', 'wall')","1"
"('wall', 'hides')","1"
"('hides', 'nasty')","1"
"('nasty', 'stain')","1"
"('stain', 'lying')","1"
"('lying', 'So')","1"
"('So', 'ask')","1"
"('ask', 'give')","1"
"('give', 'back')","1"
"('back', 'know')","2"
"('know', 'know')","10"
"('know', 'mean')","10"
"('much', 'love')","12"
"('love', 'Oooh')","1"
"('Oooh', 'wait')","4"
"('wait', 'long')","7"
"('long', 'time')","10"
"('time', 'Oooh')","3"
"('time', 'love')","12"
"('love', 'love')","82"
"('love', 'How')","9"
"('How', 'long')","12"
"('long', 'going')","9"
"('going', 'How')","6"
"('going', 'Well')","1"
"('Well', 'friends')","1"
"('friends', 'fancy')","2"
"('fancy', 'persuasion')","2"
"('persuasion', 'admit')","2"
"('admit', 'part')","2"
"('part', 'scheme')","2"
"('scheme', 'help')","2"
"('help', 'suspicion')","2"
"('suspicion', ""'Cause"")","2"
"(""'Cause"", 'ai')","5"
"('ai', 'quite')","2"
"('quite', 'dumb')","2"
"('dumb', 'seem')","2"
"('seem', 'said')","1"
"('said', 'never')","8"
"('never', 'intending')","2"
"('intending', 'To')","2"
"('To', 'break')","2"
"('break', 'scene')","2"
"('scene', 'way')","2"
"('way', 'ai')","2"
"('ai', 'use')","2"
"('use', 'pretending')","2"
"('pretending', 'happen')","2"
"('happen', 'us')","2"
"('us', 'day')","2"
"('day', 'How')","1"
"('going', 'Oh')","1"
"('Oh', 'friends')","1"
"('seem', 'Oh')","1"
"('Oh', 'said')","1"
"('day', 'long')","2"
"('long', 'How')","3"
"('going', 'This')","1"
"('This', 'lonely')","2"
"('lonely', 'people')","5"
"('people', 'Thinking')","3"
"('Thinking', 'life')","2"
"('life', 'passed')","2"
"('passed', 'give')","2"
"('give', 'Drink')","3"
"('Drink', 'silver')","3"
"('silver', 'cup')","3"
"('cup', 'ride')","1"
"('ride', 'highway')","1"
"('highway', 'sky')","2"
"('sky', 'This')","1"
"('This', 'single')","1"
"('single', 'people')","1"
"('Thinking', 'love')","1"
"('love', 'left')","3"
"('left', 'dry')","1"
"('dry', 'give')","1"
"('cup', 'never')","2"
"('never', 'know')","5"
"('know', 'try')","2"
"('try', 'Well')","2"
"('Well', 'way')","2"
"('way', 'Yes')","1"
"('Yes', 'back')","1"
"('back', 'stay')","2"
"('stay', 'Well')","1"
